"","geneSymbol","UniProtID","refSeqID","length"
"18534","PCSK1N","Q9UHG2","NM_013271",260
"18535","PCYOX1","Q9UHG3","NM_016297",505
"18536","IP6K2","Q9UHH9","NM_016291",426
"18537","SLC7A8","Q9UHI5","",535
"18538","DDX20","Q9UHI6","NM_007204",824
"18539","SLC23A1","Q9UHI7","NM_152685",598
"18540","ADAMTS1","Q9UHI8","",967
"18541","SFMBT1","Q9UHJ3","NM_016329",866
"18542","SHPK","Q9UHJ6","",478
"18543","PGAP2","Q9UHJ9","",254
"18544","NUFIP1","Q9UHK0","NM_012345",495
"18545","AMACR","Q9UHK6","NM_014324",382
"18546","DDX25","Q9UHL0","NM_013264",483
"18547","FAM153A","Q9UHL3","NM_173663",310
"18548","DPP7","Q9UHL4","NM_013379",492
"18549","GTF2IRD1","Q9UHL9","NM_016328",959
"18550","OPN4","Q9UHM6","NM_033282",478
"18551","POLG2","Q9UHN1","NM_007215",485
"18552","TMEM2","Q9UHN6","NM_013390",1383
"18553","USP25","Q9UHP3","",1055
"18554","RSPH14","Q9UHP6","NM_014433",348
"18555","CLEC2D","Q9UHP7","NM_013269",191
"18556","SMPX","Q9UHP9","NM_014332",88
"18557","NARF","Q9UHQ1","NM_031968",456
"18558","BCAP29","Q9UHQ4","NM_018844",241
"18559","WBP5","Q9UHQ7","NM_016303",104
"18560","CYB5R1","Q9UHQ9","NM_016243",305
"18561","BAIAP2L1","Q9UHR4","NM_018842",511
"18562","SAP30BP","Q9UHR5","NM_013260",308
"18563","ZNHIT2","Q9UHR6","NM_014205",403
"18564","SERTAD1","Q9UHV2","NM_013376",236
"18565","RAPGEFL1","Q9UHV5","NM_016339",662
"18566","MED13","Q9UHV7","NM_005121",2174
"18567","LGALS13","Q9UHV8","NM_013268",139
"18568","PFDN2","Q9UHV9","NM_012394",154
"18569","GPN3","Q9UHW5","NM_016301",284
"18570","SLC12A6","Q9UHW9","NM_005135",1150
"18571","PUF60","Q9UHX1","NM_014281",559
"18572","EMR2","Q9UHX3","",823
"18573","NRBP1","Q9UHY1","NM_013392",535
"18574","ENOPH1","Q9UHY7","NM_021204",261
"18575","FEZ2","Q9UHY8","",353
"18576","MALAT1","Q9UHZ2","NR_002819",57
"18577","EVL","Q9UI08","",416
"18578","NDUFA12","Q9UI09","NM_018838",145
"18579","EIF2B4","Q9UI10","",523
"18580","ATP6V1H","Q9UI12","NM_015941",483
"18581","RABAC1","Q9UI14","NM_006423",185
"18582","TAGLN3","Q9UI15","NM_013259",199
"18583","DMGDH","Q9UI17","NM_013391",866
"18584","IPO11","Q9UI26","NM_016338",975
"18585","TRMT112","Q9UI30","NM_016404",125
"18586","GLS2","Q9UI32","NM_013267",602
"18587","SCN11A","Q9UI33","NM_014139",1791
"18588","DACH1","Q9UI36","NM_004392",760
"18589","PRSS50","Q9UI38","",385
"18590","SLC24A2","Q9UI40","NM_020344",661
"18591","CPA4","Q9UI42","NM_016352",421
"18592","FTSJ2","Q9UI43","NM_013393",246
"18593","DNAI1","Q9UI46","",699
"18594","CTNNA3","Q9UI47","NM_013266",895
"18595","MEG3","Q9UI56","NR_002766",68
"18596","MAD2L2","Q9UI95","NM_006341",211
"18597","CYTH4","Q9UIA0","",394
"18598","XPO7","Q9UIA9","NM_015024",1087
"18599","CD84","Q9UIB8","NM_003874",345
"18600","LCMT1","Q9UIC8","NM_016309",334
"18601","VPS51","Q9UID3","NM_013265",782
"18602","ZNF639","Q9UID6","NM_016331",485
"18603","ZNF230","Q9UIE0","",474
"18604","TEKT2","Q9UIF3","NM_014466",430
"18605","MUTYH","Q9UIF7","NM_012222",546
"18606","BAZ2B","Q9UIF8","",2168
"18607","BAZ2A","Q9UIF9","NM_013449",1905
"18608","BAZ1B","Q9UIG0","NM_032408",1483
"18609","PSORS1C2","Q9UIG4","",136
"18610","PSORS1C1","Q9UIG5","NM_014068",152
"18611","SLCO3A1","Q9UIG8","NM_013272",710
"18612","KLF15","Q9UIH9","NM_014079",416
"18613","ATPIF1","Q9UII2","NM_016311",106
"18614","HERC5","Q9UII4","NM_016323",1024
"18615","ZNF107","Q9UII5","NM_016220",783
"18616","ZDHHC2","Q9UIJ5","NM_016353",367
"18617","AK3","Q9UIJ7","NM_016282",227
"18618","DAPK2","Q9UIK4","NM_014326",370
"18619","TMEFF2","Q9UIK5","NM_016192",374
"18620","SCOC","Q9UIL1","",159
"18621","KIF25","Q9UIL4","",384
"18622","PHF11","Q9UIL8","NM_016119",331
"18623","FKBPL","Q9UIM3","",349
"18624","LNPEP","Q9UIQ6","NM_005575",1025
"18625","BTNL2","Q9UIR0","NM_019602",455
"18626","MBD1","Q9UIS9","NM_015846",605
"18627","SIX4","Q9UIU6","",781
"18628","CNOT7","Q9UIV1","NM_013354",285
"18629","SERPINB13","Q9UIV8","NM_012397",391
"18630","VAX2","Q9UIW0","",290
"18631","PLXNA1","Q9UIW2","NM_032242",1896
"18632","KCNG1","Q9UIX4","NM_002237",513
"18633","RWDD2A","Q9UIY3","NM_033411",292
"18634","TSPYL4","Q9UJ04","",414
"18635","GGT7","Q9UJ14","NM_178026",662
"18636","ST6GALNAC2","Q9UJ37","NM_006456",374
"18637","RABGEF1","Q9UJ41","NM_014504",708
"18638","GPR160","Q9UJ42","NM_014373",338
"18639","MAGEL2","Q9UJ55","NM_019066",529
"18640","MSRA","Q9UJ68","NM_012331",235
"18641","NAGK","Q9UJ70","",344
"18642","CD207","Q9UJ71","NM_015717",328
"18643","ANXA10","Q9UJ72","NM_007193",324
"18644","ZMYM5","Q9UJ78","NM_014242",669
"18645","HACL1","Q9UJ83","NM_012260",578
"18646","KCNE1L","Q9UJ90","NM_012282",142
"18647","LINC00527","Q9UJ94","",153
"18648","KCNG2","Q9UJ96","NM_012283",466
"18649","STAG3","Q9UJ98","NM_012447",1225
"18650","CDH22","Q9UJ99","NM_021248",828
"18651","CRLS1","Q9UJA2","NM_019095",301
"18652","MCM8","Q9UJA3","NM_032485",840
"18653","TRMT6","Q9UJA5","",497
"18654","ENPP5","Q9UJA9","",477
"18655","HOOK1","Q9UJC3","NM_015888",728
"18656","SH3BGRL2","Q9UJC5","",107
"18657","RIMS3","Q9UJD0","NM_014747",308
"18658","RASAL2","Q9UJF2","NM_170692",1139
"18659","MOSPD1","Q9UJG1","NM_019556",213
"18660","METRN","Q9UJH8","NM_024042",293
"18661","RPUSD1","Q9UJJ7","NM_058192",312
"18662","GNPTG","Q9UJJ9","NM_032520",305
"18663","TSR3","Q9UJK0","NM_001001410",312
"18664","ZFP69B","Q9UJL9","NM_023070",534
"18665","ERRFI1","Q9UJM3","NM_018948",462
"18666","HAO1","Q9UJM8","",370
"18667","ZNF391","Q9UJN7","NM_001076781",358
"18668","KLHL21","Q9UJP4","NM_014851",597
"18669","LAMP5","Q9UJQ1","NM_012261",280
"18670","SALL4","Q9UJQ4","",1053
"18671","SCP2D1","Q9UJQ7","NM_178483",156
"18672","SLC25A13","Q9UJS0","NM_014251",675
"18673","TUBE1","Q9UJT0","NM_016262",475
"18674","TUBD1","Q9UJT1","NM_016261",453
"18675","TSKS","Q9UJT2","NM_021733",592
"18676","FBXL7","Q9UJT9","NM_012304",491
"18677","LEF1","Q9UJU2","",399
"18678","ZNF112","Q9UJU3","NM_013380",913
"18679","FOXD3","Q9UJU5","",478
"18680","DBNL","Q9UJU6","NM_014063",430
"18681","MID2","Q9UJV3","NM_012216",735
"18682","PURG","Q9UJV8","NM_013357",347
"18683","DDX41","Q9UJV9","NM_016222",622
"18684","DCTN4","Q9UJW0","",460
"18685","TINAG","Q9UJW2","NM_014464",476
"18686","DNMT3L","Q9UJW3","NM_013369",386
"18687","ZNF229","Q9UJW7","NM_014518",825
"18688","ZNF180","Q9UJW8","NM_013256",692
"18689","SERTAD3","Q9UJW9","NM_013368",196
"18690","OSGIN1","Q9UJX0","NM_013370",560
"18691","CDC23","Q9UJX2","",597
"18692","ANAPC7","Q9UJX3","NM_016238",599
"18693","ANAPC5","Q9UJX4","",755
"18694","ANAPC4","Q9UJX5","NM_013367",808
"18695","ANAPC2","Q9UJX6","NM_013366",822
"18696","HSPB8","Q9UJY1","NM_014365",196
"18697","GGA2","Q9UJY4","",613
"18698","GGA1","Q9UJY5","NM_013365",639
"18699","STOML2","Q9UJZ1","NM_013442",356
"18700","C3orf18","Q9UK00","NM_016210",162
"18701","GDF2","Q9UK05","NM_016204",429
"18702","GNG8","Q9UK08","",70
"18703","ZNF225","Q9UK10","",706
"18704","ZNF223","Q9UK11","",482
"18705","ZNF222","Q9UK12","",451
"18706","ZNF221","Q9UK13","",617
"18707","KCND3","Q9UK17","NM_172198",655
"18708","FBXO2","Q9UK22","NM_012168",296
"18709","NAGPA","Q9UK23","NM_016256",515
"18710","TMEM59L","Q9UK28","",342
"18711","RPS6KA6","Q9UK32","NM_014496",745
"18712","ZNF580","Q9UK33","NM_016202",172
"18713","CCRN4L","Q9UK39","NM_012118",431
"18714","VPS28","Q9UK41","",221
"18715","LSM7","Q9UK45","",103
"18716","ING1","Q9UK53","NM_005537",422
"18717","SERPINA10","Q9UK55","NM_016186",444
"18718","CCNL1","Q9UK58","NM_020307",526
"18719","DBR1","Q9UK59","",544
"18720","FAM208A","Q9UK61","NM_015224",1670
"18721","FEM1B","Q9UK73","",627
"18722","HN1","Q9UK76","NM_001002032",154
"18723","USP21","Q9UK80","",565
"18724","DKKL1","Q9UK85","NM_014419",242
"18725","FBXO10","Q9UK96","",956
"18726","FBXO9","Q9UK97","",447
"18727","FBXO3","Q9UK99","NM_012175",471
"18728","FBXL5","Q9UKA1","",691
"18729","FBXL4","Q9UKA2","",621
"18730","AKAP11","Q9UKA4","NM_016248",1901
"18731","RCAN3","Q9UKA8","",241
"18732","PTBP2","Q9UKA9","",531
"18733","FBXW11","Q9UKB1","NM_012300",542
"18734","DNAJC12","Q9UKB3","NM_021800",198
"18735","AJAP1","Q9UKB5","NM_018836",411
"18736","FBXL2","Q9UKC9","NM_012157",423
"18737","GMEB2","Q9UKD1","NM_012384",530
"18738","MRTO4","Q9UKD2","NM_016183",239
"18739","TNIK","Q9UKE5","XM_039796",1360
"18740","ADAM30","Q9UKF2","NM_021794",790
"18741","ADAM29","Q9UKF5","",820
"18742","CPSF3","Q9UKF6","NM_016207",684
"18743","PITPNC1","Q9UKF7","NM_012417",332
"18744","APPL1","Q9UKG1","NM_012096",709
"18745","SLC13A4","Q9UKG4","NM_012450",626
"18746","CROT","Q9UKG9","NM_021151",612
"18747","CDC42EP3","Q9UKI2","NM_006449",254
"18748","VPREB3","Q9UKI3","NM_013378",123
"18749","TLK1","Q9UKI8","NM_012290",766
"18750","POU2F3","Q9UKI9","",436
"18751","PILRB","Q9UKJ0","NM_178238",227
"18752","PILRA","Q9UKJ1","NM_013439",303
"18753","GPATCH8","Q9UKJ3","NM_001002909",1502
"18754","CHIC2","Q9UKJ5","",165
"18755","ADAM21","Q9UKJ8","",722
"18756","PARP4","Q9UKK3","NM_006437",1724
"18757","NXT1","Q9UKK6","NM_013248",140
"18758","NUDT5","Q9UKK9","",219
"18759","RCOR1","Q9UKL0","NM_015156",482
"18760","OR52A1","Q9UKL2","NM_012375",312
"18761","CASP8AP2","Q9UKL3","NM_001137667",1982
"18762","GJD2","Q9UKL4","",321
"18763","PCTP","Q9UKL6","NM_021213",214
"18764","MAN1B1","Q9UKM7","NM_016219",699
"18765","RALY","Q9UKM9","",306
"18766","MUC12","Q9UKN1","XM_379904",5478
"18767","PRDM4","Q9UKN5","NM_012406",801
"18768","MYO15A","Q9UKN7","NM_016239",3530
"18769","GTF3C4","Q9UKN8","",822
"18770","ITGB1BP2","Q9UKP3","NM_012278",347
"18771","ADAMTS7","Q9UKP4","NM_014272",1686
"18772","ADAMTS6","Q9UKP5","NM_197941",1117
"18773","UTS2R","Q9UKP6","NM_018949",389
"18774","ADAM28","Q9UKQ2","NM_021778",775
"18775","KLK9","Q9UKQ9","NM_012315",250
"18776","KLK12","Q9UKR0","NM_019598",248
"18777","KLK13","Q9UKR3","NM_015596",277
"18778","C14orf1","Q9UKR5","NM_007176",140
"18779","TSPAN16","Q9UKR8","NM_012466",245
"18780","PACSIN3","Q9UKS6","NM_016223",424
"18781","IKZF2","Q9UKS7","NM_016260",526
"18782","FBXO5","Q9UKT4","",447
"18783","FBXO4","Q9UKT5","",387
"18784","FBXL21","Q9UKT6","NM_012159",434
"18785","FBXL3","Q9UKT7","",428
"18786","FBXW2","Q9UKT8","",454
"18787","IKZF3","Q9UKT9","NM_012481",509
"18788","ACSL6","Q9UKU0","NM_015256",697
"18789","TRHDE","Q9UKU6","NM_013381",1024
"18790","ACAD8","Q9UKU7","NM_014384",415
"18791","ANGPTL2","Q9UKU9","NM_012098",493
"18792","HDAC9","Q9UKV0","",1011
"18793","ACIN1","Q9UKV3","NM_014977",1341
"18794","AMFR","Q9UKV5","",643
"18795","AGO2","Q9UKV8","",859
"18796","VAV3","Q9UKW4","NM_006113",847
"18797","ELF5","Q9UKW6","NM_198381",265
"18798","MYH2","Q9UKX2","NM_017534",1941
"18799","MYH13","Q9UKX3","NM_003802",1938
"18800","ITGA11","Q9UKX5","NM_012211",1188
"18801","NUP50","Q9UKX7","",468
"18802","PRND","Q9UKY0","NM_012409",176
"18803","ZHX1","Q9UKY1","",873
"18804","CES1P1","Q9UKY3","NR_003276",287
"18805","POMT2","Q9UKY4","NM_013382",750
"18806","CDV3","Q9UKY7","NM_017548",258
"18807","CNOT11","Q9UKZ1","NM_017546",510
"18808","TENM1","Q9UKZ4","NM_014253",2725
"18809","PCOLCE2","Q9UKZ9","NM_013363",415
"18810","DSE","Q9UL01","NM_013352",958
"18811","INTS6","Q9UL03","NM_012141",887
"18812","SARDH","Q9UL12","",918
"18813","BAG5","Q9UL15","",447
"18814","CFAP45","Q9UL16","NM_012337",551
"18815","TBX21","Q9UL17","NM_013351",535
"18816","AGO1","Q9UL18","",857
"18817","RARRES3","Q9UL19","",164
"18818","RAB21","Q9UL25","",225
"18819","RAB22A","Q9UL26","",194
"18820","TRAPPC2L","Q9UL33","NM_016209",140
"18821","ZNF236","Q9UL36","",1845
"18822","ZNF346","Q9UL40","NM_012279",294
"18823","PNMA3","Q9UL41","NM_013364",463
"18824","PNMA2","Q9UL42","NM_007257",364
"18825","BLOC1S6","Q9UL45","NM_012388",172
"18826","PSME2","Q9UL46","NM_002818",239
"18827","TCFL5","Q9UL49","NM_006602",500
"18828","HCN2","Q9UL51","NM_001194",889
"18829","TMPRSS11E","Q9UL52","NM_014058",423
"18830","TAOK2","Q9UL54","NM_016151",1235
"18831","ZNF215","Q9UL58","",517
"18832","ZNF214","Q9UL59","",606
"18833","TRPC5","Q9UL62","NM_012471",973
"18834","MKLN1","Q9UL63","NM_013255",735
"18835","MYT1L","Q9UL68","NM_015025",1186
"18836","DNPEP","Q9ULA0","NM_012100",475
"18837","CDH9","Q9ULB4","NM_016279",789
"18838","CDH7","Q9ULB5","NM_033646",785
"18839","EMCN","Q9ULC0","NM_016242",261
"18840","RAB23","Q9ULC3","",237
"18841","MCTS1","Q9ULC4","NM_014060",181
"18842","ACSL5","Q9ULC5","NM_016234",683
"18843","PADI1","Q9ULC6","NM_013358",663
"18844","ZDHHC8","Q9ULC8","NM_013373",765
"18845","OGDHL","Q9ULD0","NM_018245",1010
"18846","MTUS1","Q9ULD2","XM_372031",1270
"18847","BRPF3","Q9ULD4","NM_015695",1205
"18848","ZNF777","Q9ULD5","NM_015694",760
"18849","INTU","Q9ULD6","XM_371707",942
"18850","KCNH3","Q9ULD8","NM_012284",1083
"18851","ZNF608","Q9ULD9","XM_114432",1512
"18852","WWC3","Q9ULE0","NM_015691",1092
"18853","DENND2A","Q9ULE3","NM_015689",1009
"18854","FAM184B","Q9ULE4","NM_015688",1060
"18855","PALD1","Q9ULE6","NM_014431",856
"18856","SLC39A10","Q9ULF5","XM_047707",831
"18857","INO80","Q9ULG1","NM_017553",1556
"18858","KIAA1257","Q9ULG3","NM_020741",409
"18859","CCPG1","Q9ULG6","NM_004748",757
"18860","KIDINS220","Q9ULH0","NM_020738",1771
"18861","ASAP1","Q9ULH1","NM_018482",1129
"18862","LRFN2","Q9ULH4","XM_166372",789
"18863","MKL2","Q9ULH7","NM_014048",1088
"18864","ATAD2B","Q9ULI0","NM_017552",1458
"18865","NWD2","Q9ULI1","NM_001144990",1742
"18866","RIMKLB","Q9ULI2","NM_020734",386
"18867","HEG1","Q9ULI3","XM_087386",1381
"18868","KIF26A","Q9ULI4","",1882
"18869","ODF2L","Q9ULJ1","",636
"18870","ZBTB21","Q9ULJ3","NM_020727",1066
"18871","ZMIZ1","Q9ULJ6","NM_020338",1067
"18872","ANKRD50","Q9ULJ7","NM_020337",1429
"18873","PPP1R9A","Q9ULJ8","NM_001166160",1098
"18874","GRID1","Q9ULK0","XM_043613",1009
"18875","ATXN7L1","Q9ULK2","",861
"18876","MED23","Q9ULK4","",1368
"18877","VANGL2","Q9ULK5","NM_020335",521
"18878","RNF150","Q9ULK6","XM_291090",438
"18879","KIAA1210","Q9ULL0","NM_020721",1709
"18880","PLEKHG1","Q9ULL1","",1385
"18881","PLXNB3","Q9ULL4","",1909
"18882","PRR12","Q9ULL5","NM_020719",1215
"18883","SHROOM4","Q9ULL8","NM_020717",1493
"18884","PLEKHH1","Q9ULM0","XM_031054",1364
"18885","ZNF490","Q9ULM2","NM_020714",529
"18886","YEATS2","Q9ULM3","NM_018023",1422
"18887","CNOT6","Q9ULM6","NM_015455",557
"18888","PNMAL2","Q9ULN7","NM_020709",279
"18889","NDRG4","Q9ULP0","",352
"18890","TBC1D24","Q9ULP9","NM_020705",559
"18891","STRIP2","Q9ULQ0","NM_001134336",834
"18892","TPCN1","Q9ULQ1","NM_017901",816
"18893","ISY1","Q9ULR0","NM_020701",285
"18894","PPM1H","Q9ULR3","NM_020700",514
"18895","PAIP2B","Q9ULR5","XM_376062",123
"18896","TMCC3","Q9ULS5","NM_020698",477
"18897","KCNS2","Q9ULS6","NM_020697",477
"18898","TTC7A","Q9ULT0","XM_372927",858
"18899","ZNRF3","Q9ULT6","XM_290972",936
"18900","HECTD1","Q9ULT8","",2610
"18901","ZMYND8","Q9ULU4","NM_183047",1186
"18902","CADPS","Q9ULU8","NM_003716, NM_183393, NM_183394",1353
"18903","MYO5B","Q9ULV0","",1848
"18904","FZD4","Q9ULV1","NM_012193",537
"18905","CIZ1","Q9ULV3","NM_012127",898
"18906","CORO1C","Q9ULV4","NM_014325",474
"18907","HSF4","Q9ULV5","NM_001538",492
"18908","CBLC","Q9ULV8","NM_012116",474
"18909","TPX2","Q9ULW0","",747
"18910","FZD10","Q9ULW2","",581
"18911","ABT1","Q9ULW3","",272
"18912","RAB26","Q9ULW5","",256
"18913","NAP1L2","Q9ULW6","NM_021963",460
"18914","PADI3","Q9ULW8","",664
"18915","NOB1","Q9ULX3","NM_014062",412
"18916","RNF112","Q9ULX5","NM_007148",631
"18917","AKAP8L","Q9ULX6","NM_014371",646
"18918","CA14","Q9ULX7","NM_012113",337
"18919","MAFF","Q9ULX9","NM_001161572",164
"18920","CLEC4E","Q9ULY5","NM_014358",219
"18921","TP53TG3D","Q9ULZ0","NM_001243722",132
"18922","TP53TG3","Q9ULZ0","NM_016212",132
"18923","TP53TG3B","Q9ULZ0","NM_001099687",132
"18924","TP53TG3C","Q9ULZ0","NM_001205259",132
"18925","APLN","Q9ULZ1","NM_017413",77
"18926","STAP1","Q9ULZ2","NM_012108",295
"18927","PYCARD","Q9ULZ3","NM_013258",195
"18928","MMP17","Q9ULZ9","NM_016155",603
"18929","TMCO1","Q9UM00","NM_019026",188
"18930","SLC7A7","Q9UM01","",511
"18931","PADI4","Q9UM07","NM_012387",663
"18932","FZR1","Q9UM11","NM_016263",496
"18933","ANAPC10","Q9UM13","NM_014885",185
"18934","HPCAL4","Q9UM19","NM_016257",191
"18935","MGAT4A","Q9UM21","NM_012214",535
"18936","EPDR1","Q9UM22","NM_017549",224
"18937","HHLA2","Q9UM44","NM_007072",414
"18938","NOTCH3","Q9UM47","NM_000435",2321
"18939","MYO6","Q9UM54","NM_004999",1294
"18940","PLAGL1","Q9UM63","",463
"18941","ALK","Q9UM73","NM_004304",1620
"18942","SPATA2","Q9UM82","NM_006038",520
"18943","COL17A1","Q9UMD9","NM_130778, NM_000494",1497
"18944","ICAM5","Q9UMF0","NM_003259",924
"18945","KMT2B","Q9UMN6","NM_014727",2715
"18946","BARX2","Q9UMQ3","NM_003658",279
"18947","CAPN11","Q9UMQ6","",739
"18948","DDX19B","Q9UMR2","NM_007242",479
"18949","TBX20","Q9UMR3","NM_020417",447
"18950","PPT2","Q9UMR5","NM_138717",302
"18951","CLEC4A","Q9UMR7","NM_194450",237
"18952","NFU1","Q9UMS0","NM_015700",254
"18953","PRPF19","Q9UMS4","NM_014502",504
"18954","PHTF1","Q9UMS5","NM_006608",762
"18955","SYNPO2","Q9UMS6","",1093
"18956","USP18","Q9UMW8","",372
"18957","UBQLN1","Q9UMX0","NM_013438",589
"18958","SUFU","Q9UMX1","NM_016169",484
"18959","OAZ3","Q9UMX2","NM_016178",187
"18960","BOK","Q9UMX3","NM_032515",212
"18961","NENF","Q9UMX5","NM_013349",172
"18962","GUCA1B","Q9UMX6","NM_002098",200
"18963","SLC45A2","Q9UMX9","NM_016180",530
"18964","NOL7","Q9UMY1","NM_016167",257
"18965","SNX12","Q9UMY4","NM_013346",172
"18966","SYNRG","Q9UMZ2","NM_007247",1314
"18967","PTPRQ","Q9UMZ3","NM_001145026",2332
"18968","DAPP1","Q9UN19","",280
"18969","SCML1","Q9UN30","NM_006746",329
"18970","NDRG2","Q9UN36","",371
"18971","VPS4A","Q9UN37","NM_013245",437
"18972","ATP1B4","Q9UN42","NM_001142447",357
"18973","PCDHB8","Q9UN66","NM_019120",801
"18974","PCDHB10","Q9UN67","NM_018930",800
"18975","PCDHGC3","Q9UN70","NM_002588",934
"18976","PCDHGB4","Q9UN71","NM_003736",923
"18977","PCDHA7","Q9UN72","NM_018910",937
"18978","PCDHA6","Q9UN73","NM_018909",950
"18979","PCDHA4","Q9UN74","NM_018907",947
"18980","PCDHA12","Q9UN75","NM_018903",941
"18981","SLC6A14","Q9UN76","",642
"18982","SOX13","Q9UN79","NM_005686",622
"18983","L1RE1","Q9UN81","",338
"18984","G3BP2","Q9UN86","NM_012297",482
"18985","GABRQ","Q9UN88","NM_018558",632
"18986","ADAMTS5","Q9UNA0","",930
"18987","ARHGAP26","Q9UNA1","NM_015071",814
"18988","A4GNT","Q9UNA3","NM_016161",340
"18989","POLI","Q9UNA4","NM_007195",740
"18990","NPIPA1","Q9UND3","NM_006985",350
"18991","EDAR","Q9UNE0","",448
"18992","RPH3AL","Q9UNE2","NM_006987",315
"18993","STUB1","Q9UNE7","NM_005861",303
"18994","PACSIN2","Q9UNF0","NM_007229",486
"18995","MAGED2","Q9UNF1","NM_014599",606
"18996","TNFSF18","Q9UNG2","NM_005092",199
"18997","CDC14A","Q9UNH5","NM_033312",594
"18998","SNX7","Q9UNH6","",387
"18999","SNX6","Q9UNH7","",406
"19000","CELA1","Q9UNI1","NM_001971",258
"19001","DUSP12","Q9UNI6","NM_007240",340
"19002","STX8","Q9UNK0","NM_004853",236
"19003","PLA2G2D","Q9UNK4","",145
"19004","ANGEL1","Q9UNK9","NM_015305",670
"19005","SSR3","Q9UNL2","NM_007107",185
"19006","ING4","Q9UNL4","NM_198287",249
"19007","PSMD13","Q9UNM6","NM_002817",376
"19008","GTF2A1L","Q9UNN4","NM_006872",478
"19009","FAF1","Q9UNN5","NM_007051",650
"19010","PROCR","Q9UNN8","",238
"19011","ST3GAL5","Q9UNP4","NM_003896",418
"19012","PPIE","Q9UNP9","NM_006112",301
"19013","ABCG2","Q9UNQ0","NM_004827",655
"19014","DIMT1","Q9UNQ2","NM_014473",313
"19015","TIMELESS","Q9UNS1","NM_003920",1208
"19016","COPS3","Q9UNS2","",423
"19017","RABL2B","Q9UNT1","NM_001003789",228
"19018","CYP8B1","Q9UNU6","NM_004391",501
"19019","MINPP1","Q9UNW1","",487
"19020","GPR132","Q9UNW8","NM_013345",380
"19021","NOVA2","Q9UNW9","NM_002516",492
"19022","RPL26L1","Q9UNX3","NM_016093",145
"19023","WDR3","Q9UNX4","NM_006784",943
"19024","KCNJ14","Q9UNX9","NM_013348",436
"19025","TTF2","Q9UNY4","",1162
"19026","ZNF232","Q9UNY5","NM_014519",417
"19027","NSFL1C","Q9UNZ2","NM_016143",370
"19028","C19orf53","Q9UNZ5","NM_014047",99
"19029","FZD1","Q9UP38","NM_003505",647
"19030","TFR2","Q9UP52","NM_003227",801
"19031","PLA2G4C","Q9UP65","",541
"19032","ADAMTS8","Q9UP79","NM_007037",889
"19033","COG5","Q9UP83","",839
"19034","SLC12A4","Q9UP95","NM_005072",1085
"19035","BSN","Q9UPA5","NM_003458",3926
"19036","GPR34","Q9UPC5","NM_005300",381
"19037","SRPK3","Q9UPE1","NM_014370",567
"19038","PLAGL2","Q9UPG8","NM_002657",496
"19039","FLVCR2","Q9UPI3","NM_017791",526
"19040","LHX6","Q9UPM6","NM_014368",363
"19041","AP4E1","Q9UPM8","",1137
"19042","B9D1","Q9UPM9","NM_015681",204
"19043","MACF1","Q9UPN3","NM_033044",7388
"19044","CEP131","Q9UPN4","NM_014984",1083
"19045","SCAF8","Q9UPN6","NM_014892",1271
"19046","PPP6R1","Q9UPN7","NM_014931",881
"19047","TRIM33","Q9UPN9","NM_015906",1127
"19048","PHF8","Q9UPP1","NM_015107",1060
"19049","IQSEC3","Q9UPP2","XM_495902",1182
"19050","KIAA1107","Q9UPP5","XM_034086",1409
"19051","LIMCH1","Q9UPQ0","NM_014988",1083
"19052","AGAP1","Q9UPQ3","NM_014914",857
"19053","TRIM35","Q9UPQ4","NM_171982",493
"19054","PDZRN3","Q9UPQ7","XM_041363",1066
"19055","DOLK","Q9UPQ8","NM_014908",538
"19056","TNRC6B","Q9UPQ9","",1833
"19057","PLCL2","Q9UPR0","",1127
"19058","SMG5","Q9UPR3","NM_015327",1016
"19059","SLC8A2","Q9UPR5","",921
"19060","ZFR2","Q9UPR6","NM_015174",939
"19061","SETD1B","Q9UPS6","XM_037523",1966
"19062","ANKRD26","Q9UPS8","",1709
"19063","EXOC7","Q9UPT5","NM_015219",735
"19064","MAPK8IP3","Q9UPT6","NM_001040439",1336
"19065","ZC3H4","Q9UPT8","",1303
"19066","USP22","Q9UPT9","",525
"19067","SORCS3","Q9UPU3","NM_014978",1222
"19068","USP24","Q9UPU5","",2620
"19069","TBC1D2B","Q9UPU7","NM_015079",963
"19070","SAMD4A","Q9UPU9","NM_015589",718
"19071","CEP164","Q9UPV0","NM_014956",1460
"19072","KIAA1045","Q9UPV7","XM_048592",400
"19073","TRAK1","Q9UPV9","NM_014965",953
"19074","FOXJ3","Q9UPW0","NM_014947",622
"19075","AGTPBP1","Q9UPW5","NM_015239",1226
"19076","SATB2","Q9UPW6","NM_015265",733
"19077","UNC13A","Q9UPW8","XM_038604",1703
"19078","IGSF9B","Q9UPX0","XM_290502",1349
"19079","KIAA1024","Q9UPX6","NM_015206",916
"19080","SHANK2","Q9UPX8","NM_012309",1470
"19081","DICER1","Q9UPY3","",1922
"19082","SLC7A11","Q9UPY5","",501
"19083","WASF3","Q9UPY6","",502
"19084","MAPRE3","Q9UPY8","NM_012326",281
"19085","HPS5","Q9UPZ3","NM_181507",1129
"19086","THSD7A","Q9UPZ6","XM_928187.2",1657
"19087","ICK","Q9UPZ9","NM_016513",632
"19088","CORO2B","Q9UQ03","NM_006091",480
"19089","KCNH4","Q9UQ05","NM_012285",1017
"19090","MOK","Q9UQ07","",419
"19091","DHDH","Q9UQ10","NM_014475",334
